"","SiteID","PithouseID","PithouseOriginalID","Phase","SimplifiedPhase","Reference"
"434","10529","10529-165","SB244","Otamadai (Late)","Otamadai-Katsuzaka","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"435","10529","10529-166","SB245","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"436","10529","10529-167","SB246","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"437","10529","10529-168","SB247","Jomon",NA,"千葉東南部ニュータウン19　千葉県文化財センター 1998"
"438","10529","10529-169","SB248","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"439","10529","10529-170","SB249A","Kasori EIII","Kasori E (late)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"440","10529","10529-171","SB249B","Kasori EII (after)","Kasori E (early)","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"441","10529","10529-172","SB113","Horinouchi 1","Horinouchi","千葉東南部ニュータウン19　千葉県文化財センター 1998"
"442","10531","10531-001","26","Kasori EII (Late)","Kasori E (early)","千葉東南部ニュータウン40　千葉県文化財センター 2008"
"443","10531","10531-002","28","Kasori EII (Late)","Kasori E (early)","千葉東南部ニュータウン40　千葉県文化財センター 2008"
"444","10531","10531-003","33","Kasori E",NA,"千葉東南部ニュータウン40　千葉県文化財センター 2008"
"445","10531","10531-004","40","Kasori EIII","Kasori E (late)","千葉東南部ニュータウン40　千葉県文化財センター 2008"
"446","10531","10531-005","41","Kasori EII (Late)","Kasori E (early)","千葉東南部ニュータウン40　千葉県文化財センター 2008"
"447","10531","10531-006","44","Kasori EII (Late) - EIII",NA,"千葉東南部ニュータウン40　千葉県文化財センター 2008"
"448","10531","10531-007","51","Kasori EII (Late)","Kasori E (early)","千葉東南部ニュータウン40　千葉県文化財センター 2008"
"449","10531","10531-008","52","Kasori EII - EIII",NA,"千葉東南部ニュータウン40　千葉県文化財センター 2008"
"450","10531","10531-009","53","Kasori EII (Early)","Kasori E (early)","千葉東南部ニュータウン40　千葉県文化財センター 2008"
"451","10531","10531-010","77","Kasori EII (Late) - EIII",NA,"千葉東南部ニュータウン40　千葉県文化財センター 2008"
"452","10531","10531-011","78","Kasori EII (Early)","Kasori E (early)","千葉東南部ニュータウン40　千葉県文化財センター 2008"
"453","10531","10531-012","79","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン40　千葉県文化財センター 2008"
"454","10531","10531-013","80","Kasori EIII","Kasori E (late)","千葉東南部ニュータウン40　千葉県文化財センター 2008"
"455","10531","10531-014","81","Kasori EII (Late)","Kasori E (early)","千葉東南部ニュータウン40　千葉県文化財センター 2008"
"456","10531","10531-015","82","Kasori E",NA,"千葉東南部ニュータウン40　千葉県文化財センター 2008"
"457","10531","10531-016","83","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン40　千葉県文化財センター 2008"
"458","10531","10531-017","108","Kasori EIII","Kasori E (late)","千葉東南部ニュータウン40　千葉県文化財センター 2008"
"459","10531","10531-018","110","Kasori EIII","Kasori E (late)","千葉東南部ニュータウン40　千葉県文化財センター 2008"
"460","10531","10531-019","113","Kasori EII (Late)","Kasori E (early)","千葉東南部ニュータウン40　千葉県文化財センター 2008"
"461","10531","10531-020","116","Kasori EII (Late) - EIII",NA,"千葉東南部ニュータウン40　千葉県文化財センター 2008"
"462","10531","10531-021","123","Kasori EII (Middle-Late)","Kasori E (early)","千葉東南部ニュータウン40　千葉県文化財センター 2008"
"463","10531","10531-022","125","Kasori E",NA,"千葉東南部ニュータウン40　千葉県文化財センター 2008"
"464","10531","10531-023","126","Kasori EII (Middle-Late)","Kasori E (early)","千葉東南部ニュータウン40　千葉県文化財センター 2008"
"465","10531","10531-024","130","Kasori EII (Early)","Kasori E (early)","千葉東南部ニュータウン40　千葉県文化財センター 2008"
"466","10531","10531-025","131","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン40　千葉県文化財センター 2008"
"467","10531","10531-026","133","Kasori EII (Middle)","Kasori E (early)","千葉東南部ニュータウン40　千葉県文化財センター 2008"
"468","10531","10531-027","136","Kasori E",NA,"千葉東南部ニュータウン40　千葉県文化財センター 2008"
"469","10531","10531-028","143","Kasori EI - EII (Early)","Kasori E (early)","千葉東南部ニュータウン40　千葉県文化財センター 2008"
"470","10531","10531-029","169","Kasori EII (Late)","Kasori E (early)","千葉東南部ニュータウン40　千葉県文化財センター 2008"
"471","10531","10531-030","206","Kasori EII (Middle-Late)","Kasori E (early)","千葉東南部ニュータウン40　千葉県文化財センター 2008"
"472","10531","10531-031","208","Kasori E",NA,"千葉東南部ニュータウン40　千葉県文化財センター 2008"
"473","10531","10531-032","234","Kasori EIII","Kasori E (late)","千葉東南部ニュータウン40　千葉県文化財センター 2008"
"474","10531","10531-033","235","Kasori EII (Late) - EIII",NA,"千葉東南部ニュータウン40　千葉県文化財センター 2008"
"475","10531","10531-034","247","Kasori EIII","Kasori E (late)","千葉東南部ニュータウン40　千葉県文化財センター 2008"
"476","10531","10531-035","269","Kasori E",NA,"千葉東南部ニュータウン40　千葉県文化財センター 2008"
"477","10531","10531-036","274","Kasori E",NA,"千葉東南部ニュータウン40　千葉県文化財センター 2008"
"478","10531","10531-037","275","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン40　千葉県文化財センター 2008"
"479","10531","10531-038","300","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン40　千葉県文化財センター 2008"
"480","10531","10531-039","301","Middle Jomon",NA,"千葉東南部ニュータウン40　千葉県文化財センター 2008"
"481","10531","10531-040","302","Kasori EII (Early)","Kasori E (early)","千葉東南部ニュータウン40　千葉県文化財センター 2008"
"482","10531","10531-041","305","Kasori EII (Middle)","Kasori E (early)","千葉東南部ニュータウン40　千葉県文化財センター 2008"
"483","10531","10531-042","318","Middle Jomon",NA,"千葉東南部ニュータウン40　千葉県文化財センター 2008"
"484","10531","10531-043","352","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン40　千葉県文化財センター 2008"
"485","10531","10531-044","354","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン40　千葉県文化財センター 2008"
"486","10531","10531-045","372","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン40　千葉県文化財センター 2008"
"487","10531","10531-046","373","Kasori EII (Middle)","Kasori E (early)","千葉東南部ニュータウン40　千葉県文化財センター 2008"
"488","10531","10531-047","375","Kasori EII (Late)","Kasori E (early)","千葉東南部ニュータウン40　千葉県文化財センター 2008"
"489","10531","10531-048","378","Kasori EI - EII (Early)","Kasori E (early)","千葉東南部ニュータウン40　千葉県文化財センター 2008"
"490","10531","10531-049","402","Kasori E",NA,"千葉東南部ニュータウン40　千葉県文化財センター 2008"
"491","10531","10531-050","407","Kasori EII (Middle)","Kasori E (early)","千葉東南部ニュータウン40　千葉県文化財センター 2008"
"492","10531","10531-051","500","Kasori EII (Middle-Late)","Kasori E (early)","千葉東南部ニュータウン40　千葉県文化財センター 2008"
"493","10531","10531-052","518","Kasori EI (up to)","Kasori E (early)","千葉東南部ニュータウン40　千葉県文化財センター 2008"
"494","10531","10531-053","523","Kasori EII (Late) - EIII",NA,"千葉東南部ニュータウン40　千葉県文化財センター 2008"
"495","10531","10531-054","525","Kasori EII (Late) - EIII",NA,"千葉東南部ニュータウン40　千葉県文化財センター 2008"
"496","10531","10531-055","578","Middle Jomon",NA,"千葉東南部ニュータウン40　千葉県文化財センター 2008"
"497","10531","10531-056","580","Middle Jomon",NA,"千葉東南部ニュータウン40　千葉県文化財センター 2008"
"498","10531","10531-057","581","Middle Jomon",NA,"千葉東南部ニュータウン40　千葉県文化財センター 2008"
"499","10531","10531-058","583","Middle Jomon",NA,"千葉東南部ニュータウン40　千葉県文化財センター 2008"
"500","10531","10531-059","507B","Kasori EII (Late) - EIII",NA,"千葉東南部ニュータウン40　千葉県文化財センター 2008"
"501","10534","10534-001","SI-11","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン25　千葉県文化財センター 2002"
"502","10534","10534-002","SI-41","Lower Hanazumi",NA,"千葉東南部ニュータウン25　千葉県文化財センター 2002"
"503","10534","10534-003","SI-42","Kasori EIV","Kasori E (late)","千葉東南部ニュータウン25　千葉県文化財センター 2002"
"504","10535","10535-001","SB-049","Moroiso b / Ukishima I",NA,"千葉東南部ニュータウン30　千葉県文化財センター 2004"
"505","10537","10537-001","27(011A)","Horinouchi","Horinouchi","千葉東南部ニュータウン7　千葉県文化財センター 1979"
"506","10537","10537-002","28(042A)","Horinouchi","Horinouchi","千葉東南部ニュータウン7　千葉県文化財センター 1979"
"507","10537","10537-003","29(042B)","Horinouchi","Horinouchi","千葉東南部ニュータウン7　千葉県文化財センター 1979"
"508","10537","10537-004","30(042C)","Horinouchi 1","Horinouchi","千葉東南部ニュータウン7　千葉県文化財センター 1979"
"509","10537","10537-005","31(042E)","Horinouchi","Horinouchi","千葉東南部ニュータウン7　千葉県文化財センター 1979"
"510","10537","10537-006","32(046)","Horinouchi","Horinouchi","千葉東南部ニュータウン7　千葉県文化財センター 1979"
"511","10537","10537-007","33(047)","Horinouchi 1","Horinouchi","千葉東南部ニュータウン7　千葉県文化財センター 1979"
"512","10537","10537-008","34(048)","Horinouchi 1","Horinouchi","千葉東南部ニュータウン7　千葉県文化財センター 1979"
"513","10537","10537-009","35(049)","Horinouchi 1","Horinouchi","千葉東南部ニュータウン7　千葉県文化財センター 1979"
"514","10537","10537-010","36(050)","Horinouchi","Horinouchi","千葉東南部ニュータウン7　千葉県文化財センター 1979"
"515","10539","10539-001","1(DW03)","Kasori B","Kasori B","千葉東南部ニュータウン9　千葉県文化財センター 1980"
"516","10539","10539-002","2(DW04)","Kasori B","Kasori B","千葉東南部ニュータウン9　千葉県文化財センター 1980"
"517","10544","10544-001","23","Kasori EII (up to)","Kasori E (early)","千葉東南部ニュータウン35　千葉県文化財センター 2006"
"518","10553","10553-001","1(136)","Kasori EIV","Kasori E (late)","千葉東南部ニュータウン10　千葉県文化財センター 1982"
"519","10553","10553-002","2(141)","Kasori EIV","Kasori E (late)","千葉東南部ニュータウン10　千葉県文化財センター 1982"
"520","10553","10553-003","3(120)","Horinouchi 1","Horinouchi","千葉東南部ニュータウン10　千葉県文化財センター 1982"
"521","10553","10553-004","4(122)","Horinouchi 1","Horinouchi","千葉東南部ニュータウン10　千葉県文化財センター 1982"
"522","10553","10553-005","5(123)","Horinouchi 1","Horinouchi","千葉東南部ニュータウン10　千葉県文化財センター 1982"
"523","10553","10553-006","6(131)","Horinouchi 1","Horinouchi","千葉東南部ニュータウン10　千葉県文化財センター 1982"
"524","10553","10553-007","7(134)","Horinouchi 1","Horinouchi","千葉東南部ニュータウン10　千葉県文化財センター 1982"
"525","10553","10553-008","8(135)","Horinouchi 1","Horinouchi","千葉東南部ニュータウン10　千葉県文化財センター 1982"
"526","10553","10553-009","9(140)","Horinouchi 1","Horinouchi","千葉東南部ニュータウン10　千葉県文化財センター 1982"
"527","10553","10553-010","10(142)","Horinouchi 1","Horinouchi","千葉東南部ニュータウン10　千葉県文化財センター 1982"
"528","10553","10553-011","11(143)","Horinouchi 1","Horinouchi","千葉東南部ニュータウン10　千葉県文化財センター 1982"
"529","10553","10553-012","12(145)","Horinouchi 1","Horinouchi","千葉東南部ニュータウン10　千葉県文化財センター 1982"
"530","10553","10553-013","13(146)","Horinouchi 1","Horinouchi","千葉東南部ニュータウン10　千葉県文化財センター 1982"
"531","10553","10553-014","14(148)","Horinouchi 1","Horinouchi","千葉東南部ニュータウン10　千葉県文化財センター 1982"
"532","10553","10553-015","15(149)","Horinouchi 1","Horinouchi","千葉東南部ニュータウン10　千葉県文化財センター 1982"
"533","10553","10553-016","16(154)","Horinouchi 1","Horinouchi","千葉東南部ニュータウン10　千葉県文化財センター 1982"
"534","10553","10553-017","17(150)","Horinouchi 1","Horinouchi","千葉東南部ニュータウン10　千葉県文化財センター 1982"
"535","10553","10553-018","18(151)","Horinouchi 1","Horinouchi","千葉東南部ニュータウン10　千葉県文化財センター 1982"
"536","10553","10553-019","19(152)","Horinouchi 1","Horinouchi","千葉東南部ニュータウン10　千葉県文化財センター 1982"
"537","10554","10554-001","SI001","Shomyoji (Early)","Shomyoji","千葉東南部ニュータウン37　千葉県文化財センター 2007"
"538","10554","10554-002","SI002","Kasori EIV - Shomyoji (Early)",NA,"千葉東南部ニュータウン37　千葉県文化財センター 2007"
"539","10554","10554-003","SI003","Middle Jomon - Late Jomon",NA,"千葉東南部ニュータウン37　千葉県文化財センター 2007"
"540","10554","10554-004","SI004","Jomon",NA,"千葉東南部ニュータウン37　千葉県文化財センター 2007"
"541","10554","10554-005","SI005","Shomyoji (Early)","Shomyoji","千葉東南部ニュータウン37　千葉県文化財センター 2007"
"542","10554","10554-006","SI006","Shomyoji (Early)","Shomyoji","千葉東南部ニュータウン37　千葉県文化財センター 2007"
"543","10554","10554-007","SI007","Shomyoji (Early)","Shomyoji","千葉東南部ニュータウン37　千葉県文化財センター 2007"
"544","10554","10554-008","SI008","Kasori EIII","Kasori E (late)","千葉東南部ニュータウン37　千葉県文化財センター 2007"
"545","10554","10554-014","SI015","Shomyoji (Early)","Shomyoji","千葉東南部ニュータウン37　千葉県文化財センター 2007"
"546","10554","10554-016","SI017","Angyo 1 - 3b",NA,"千葉東南部ニュータウン37　千葉県文化財センター 2007"
"547","10554","10554-017","SI019","Angyo 1","Angyo 1 & 2","千葉東南部ニュータウン37　千葉県文化財センター 2007"
"548","10554","10554-018","SI020","Angyo 1","Angyo 1 & 2","千葉東南部ニュータウン37　千葉県文化財センター 2007"
"549","10554","10554-020","SI023","Soya","Soya","千葉東南部ニュータウン37　千葉県文化財センター 2007"
"550","10554","10554-021","SI024","Jomon",NA,"千葉東南部ニュータウン37　千葉県文化財センター 2007"
"551","10554","10554-022","SI025","Late Jomon - Final Jomon",NA,"千葉東南部ニュータウン37　千葉県文化財センター 2007"
"552","10554","10554-023","SI026","Jomon",NA,"千葉東南部ニュータウン37　千葉県文化財センター 2007"
"553","10554","10554-024","SI027","Jomon",NA,"千葉東南部ニュータウン37　千葉県文化財センター 2007"
"554","10554","10554-027","SI030","Jomon",NA,"千葉東南部ニュータウン37　千葉県文化財センター 2007"
"555","10554","10554-028","SI032","Late Jomon / Angyo","Angyo 1 & 2","千葉東南部ニュータウン37　千葉県文化財センター 2007"
"556","10554","10554-029","SI034","Jomon",NA,"千葉東南部ニュータウン37　千葉県文化財センター 2007"
"557","10554","10554-030","SI038","Jomon",NA,"千葉東南部ニュータウン37　千葉県文化財センター 2007"
"558","10554","10554-031","SI039","Jomon",NA,"千葉東南部ニュータウン37　千葉県文化財センター 2007"
"559","10554","10554-032","SI040","Jomon",NA,"千葉東南部ニュータウン37　千葉県文化財センター 2007"
"560","10554","10554-033","SI041","Jomon",NA,"千葉東南部ニュータウン37　千葉県文化財センター 2007"
"561","10554","10554-034","SI043","Jomon",NA,"千葉東南部ニュータウン37　千葉県文化財センター 2007"
"562","10554","10554-036","SI045","Middle Jomon - Late Jomon",NA,"千葉東南部ニュータウン37　千葉県文化財センター 2007"
"563","10554","10554-037","SI046","Middle Jomon - Late Jomon",NA,"千葉東南部ニュータウン37　千葉県文化財センター 2007"
"564","10554","10554-038","SI047","Jomon",NA,"千葉東南部ニュータウン37　千葉県文化財センター 2007"
"565","10554","10554-039","SI048","Jomon",NA,"千葉東南部ニュータウン37　千葉県文化財センター 2007"
"566","10554","10554-040","SI054","Jomon",NA,"千葉東南部ニュータウン37　千葉県文化財センター 2007"
"567","10590","10590-001","1","Kasori EI (up to)","Kasori E (early)","貝塚博物館紀要２　　１９６９　　「菱名貝塚調査概報」　後藤和民　圧司　克"
"568","10590","10590-002","2","Kasori EI (up to)","Kasori E (early)","貝塚博物館紀要２　　１９６９　　「菱名貝塚調査概報」　後藤和民　圧司　克"
"569","10590","10590-003","3","Kasori EI (up to)","Kasori E (early)","貝塚博物館紀要２　　１９６９　　「菱名貝塚調査概報」　後藤和民　圧司　克"
"570","10590","10590-004","4","Kasori EI (up to)","Kasori E (early)","貝塚博物館紀要２　　１９６９　　「菱名貝塚調査概報」　後藤和民　圧司　克"
"571","10590","10590-005","5","Kasori EI (up to)","Kasori E (early)","貝塚博物館紀要２　　１９６９　　「菱名貝塚調査概報」　後藤和民　圧司　克"
"572","10590","10590-006","6","Otamadai - Kasori EII",NA,"貝塚博物館紀要２　　１９６９　　「菱名貝塚調査概報」　後藤和民　圧司　克"
"573","10590","10590-007","7","Otamadai - Kasori EII",NA,"貝塚博物館紀要２　　１９６９　　「菱名貝塚調査概報」　後藤和民　圧司　克"
"574","10594","10594-001","1","Jomon",NA,"千葉市越川戸遺跡　千葉市教育振興財団　2004"
"575","10594","10594-001","1","Jomon",NA,"千葉市越川戸遺跡　千葉市教育振興財団　2004"
"576","10594","10594-002","1(33)","Otamadai","Otamadai-Katsuzaka","千葉市越川戸遺跡　千葉市教育振興財団　2004"
"577","10601","10601-001","1","Kasori EIII - EIV","Kasori E (late)","千葉市築地台貝塚　平山古墳　千葉県文化財センター　1978"
"578","10601","10601-002","2","Kasori E",NA,"千葉市築地台貝塚　平山古墳　千葉県文化財センター　1978"
"579","10601","10601-004","1a","Angyo 2 - 3a",NA,"千葉市築地台貝塚　千葉市文化材調査協会　2000"
"580","10601","10601-005","1b","Angyo 2 - 3a",NA,"千葉市築地台貝塚　千葉市文化材調査協会　2000"
"581","10601","10601-006","1c","Angyo 2 - 3a",NA,"千葉市築地台貝塚　千葉市文化材調査協会　2000"
"582","10601","10601-007","2a","Angyo 2 - 3a",NA,"千葉市築地台貝塚　千葉市文化材調査協会　2000"
"583","10601","10601-008","2b","Angyo 2 - 3a",NA,"千葉市築地台貝塚　千葉市文化材調査協会　2000"
"584","10601","10601-009","3","Angyo 2 - 3a",NA,"千葉市築地台貝塚　千葉市文化材調査協会　2000"
"585","10601","10601-010","4","Angyo 2 - 3a",NA,"千葉市築地台貝塚　千葉市文化材調査協会　2000"
"586","10601","10601-011","5","Angyo 2 - 3a",NA,"千葉市築地台貝塚　千葉市文化材調査協会　2000"
"587","10601","10601-012","6","Late Jomon - Final Jomon",NA,"千葉市築地台貝塚　千葉市文化材調査協会　2000"
"588","10601","10601-013","7","Late Jomon - Final Jomon",NA,"千葉市築地台貝塚　千葉市文化材調査協会　2000"
"589","10601","10601-014","8","Late Jomon - Final Jomon",NA,"千葉市築地台貝塚　千葉市文化材調査協会　2000"
"590","10601","10601-015","9","Angyo 1 - 3a",NA,"千葉市築地台貝塚　千葉市文化材調査協会　2000"
"591","10601","10601-016","10","Kasori B3","Kasori B","千葉市築地台貝塚　千葉市文化材調査協会　2000"
"592","10601","10601-017","11","Angyo 2","Angyo 1 & 2","千葉市築地台貝塚　千葉市文化材調査協会　2000"
"593","10601","10601-018","12","Kasori B","Kasori B","千葉市築地台貝塚　千葉市文化材調査協会　2000"
"594","10601","10601-019","13","Jomon",NA,"千葉市築地台貝塚　千葉市文化材調査協会　2000"
"595","10621","10621-001","001(021)","Kasori EI (up to)","Kasori E (early)","千葉市辺田山谷遺跡　千葉県文化財センター　1986"
"596","10621","10621-002","002(032)","Kasori EI (up to)","Kasori E (early)","千葉市辺田山谷遺跡　千葉県文化財センター　1986"
"597","10621","10621-003","003(28)","Kasori EI (up to)","Kasori E (early)","千葉市辺田山谷遺跡　千葉県文化財センター　1986"
"598","10621","10621-004","004(029)","Jomon",NA,"千葉市辺田山谷遺跡　千葉県文化財センター　1986"
"599","10682","10682-001","3","Kasori EII","Kasori E (early)","千葉市上深見沢遺跡　千葉市文化材調査協会　1993"
"600","3931","3931-001","2","Otamadai 3 - Kasori E3",NA,"神門房下遺跡発掘調査報告書　１９９６　印旛沼文化財センター"
"601","3931","3931-002","5","Kasori EII -EIII",NA,"神門房下遺跡発掘調査報告書　１９９６　印旛沼文化財センター"
"602","3931","3931-003","6","Jomon",NA,"神門房下遺跡発掘調査報告書　１９９６　印旛沼文化財センター"
"603","3931","3931-004","7","Kasori E",NA,"神門房下遺跡発掘調査報告書　１９９６　印旛沼文化財センター"
"604","3931","3931-005","8","Jomon",NA,"神門房下遺跡発掘調査報告書　１９９６　印旛沼文化財センター"
"605","3931","3931-006","1","Otamadai Ib","Otamadai-Katsuzaka","神門房下遺跡発掘調査報告書　１９９６　印旛沼文化財センター"
"606","4015","4015-001","1","Otamadai","Otamadai-Katsuzaka","坂戸念仏塚西遺跡　１９９９　印旛沼市文化財センター"
"607","4015","4015-002","2","Kasori E1 (Late)","Kasori E (early)","坂戸念仏塚西遺跡　１９９９　印旛沼市文化財センター"
"608","4015","4015-003","3","Kasori EI","Kasori E (early)","坂戸念仏塚西遺跡　１９９９　印旛沼市文化財センター"
"609","4015","4015-004","4","Kasori EI","Kasori E (early)","坂戸念仏塚西遺跡　１９９９　印旛沼市文化財センター"
"610","4015","4015-005","5","Kasori E1 (Late)","Kasori E (early)","坂戸念仏塚西遺跡　１９９９　印旛沼市文化財センター"
"611","4015","4015-006","setwd","Jomon",NA,"坂戸念仏塚西遺跡　１９９９　印旛沼市文化財センター"
"612","4015","4015-007","7","Kasori EI - EII","Kasori E (early)","坂戸念仏塚西遺跡　１９９９　印旛沼市文化財センター"
"613","4015","4015-008","8","Kasori EI - EII","Kasori E (early)","坂戸念仏塚西遺跡　１９９９　印旛沼市文化財センター"
"614","4015","4015-009","9","Kasori EI - EII","Kasori E (early)","坂戸念仏塚西遺跡　１９９９　印旛沼市文化財センター"
"615","4076","4076-001","I-1","Kasori EIII","Kasori E (late)","宮内井戸作遺跡I地区　印旛都市文化財センター　１９９８"
"616","4076","4076-002","II-2","Horinouchi 1","Horinouchi","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"617","4076","4076-003","II-3","Horinouchi 1","Horinouchi","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"618","4076","4076-004","II-4","Horinouchi","Horinouchi","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"619","4076","4076-005","II-6","Horinouchi","Horinouchi","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"620","4076","4076-006","II-8","Horinouchi 1","Horinouchi","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"621","4076","4076-007","II-9","Horinouchi 1","Horinouchi","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"622","4076","4076-008","II-10","Horinouchi 1","Horinouchi","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"623","4076","4076-009","II-11","Horinouchi 1","Horinouchi","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"624","4076","4076-010","II-12","Horinouchi 1","Horinouchi","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"625","4076","4076-011","II-14","Jomon",NA,"宮内井戸作遺跡 印旛都市文化財センター　２００9"
"626","4076","4076-012","II-15","Horinouchi 1","Horinouchi","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"627","4076","4076-013","II-16A","Horinouchi 1","Horinouchi","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"628","4076","4076-014","II-16B","Horinouchi 1","Horinouchi","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"629","4076","4076-015","II-17","Horinouchi 1","Horinouchi","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"630","4076","4076-016","II-19","Horinouchi 1","Horinouchi","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"631","4076","4076-017","II-20","Horinouchi 1","Horinouchi","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"632","4076","4076-018","II-21","Horinouchi 1","Horinouchi","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"633","4076","4076-019","II-22","Horinouchi 1","Horinouchi","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"634","4076","4076-020","II-23","Horinouchi 1","Horinouchi","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"635","4076","4076-021","II-24","Horinouchi 1","Horinouchi","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"636","4076","4076-022","II-25","Horinouchi 1","Horinouchi","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"637","4076","4076-023","II-26","Horinouchi 1","Horinouchi","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"638","4076","4076-024","II-27","Horinouchi 1","Horinouchi","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"639","4076","4076-025","II-28","Horinouchi 1","Horinouchi","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"640","4076","4076-026","II-29","Jomon",NA,"宮内井戸作遺跡 印旛都市文化財センター　２００9"
"641","4076","4076-027","II-31","Horinouchi 1","Horinouchi","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"642","4076","4076-028","II-32","Horinouchi 1","Horinouchi","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"643","4076","4076-029","II-33","Horinouchi 1","Horinouchi","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"644","4076","4076-030","II-34","Horinouchi 1","Horinouchi","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"645","4076","4076-031","II-35","Horinouchi 1","Horinouchi","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"646","4076","4076-032","II-36","Horinouchi 1","Horinouchi","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"647","4076","4076-033","II-37","Kasori B3","Kasori B","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"648","4076","4076-034","II-38","Horinouchi 1","Horinouchi","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"649","4076","4076-035","II-39","Horinouchi 1","Horinouchi","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"650","4076","4076-036","II-40","Horinouchi 1","Horinouchi","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"651","4076","4076-037","II-45","Horinouchi - Kasori B",NA,"宮内井戸作遺跡 印旛都市文化財センター　２００9"
"652","4076","4076-038","II-46","Kasori EIV","Kasori E (late)","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"653","4076","4076-039","II-48","Horinouchi 1","Horinouchi","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"654","4076","4076-040","II-49","Horinouchi 1","Horinouchi","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"655","4076","4076-041","II-53","Horinouchi 1","Horinouchi","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"656","4076","4076-042","II-57","Shomyoji","Shomyoji","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"657","4076","4076-044","II-59","Kasori B","Kasori B","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"658","4076","4076-045","II-61","Kasori EIV","Kasori E (late)","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"659","4076","4076-048","II-63B","Jomon",NA,"宮内井戸作遺跡 印旛都市文化財センター　２００9"
"660","4076","4076-049","II-66","Shomyoji","Shomyoji","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"661","4076","4076-050","II-67","Kasori EIV","Kasori E (late)","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"662","4076","4076-051","II-69","Horinouchi 1","Horinouchi","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"663","4076","4076-052","II-71","Horinouchi 1","Horinouchi","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"664","4076","4076-053","II-76","Jomon",NA,"宮内井戸作遺跡 印旛都市文化財センター　２００9"
"665","4076","4076-054","II-77","Jomon",NA,"宮内井戸作遺跡 印旛都市文化財センター　２００9"
"666","4076","4076-055","II-78","Kasori EIV","Kasori E (late)","宮内井戸作遺跡 印旛都市文化財センター　２００9"
"667","4076","4076-057","II-81","Horinouchi 1","Horinouchi","宮内井戸作遺跡 印旛都市文化財センター　２００9"
